model,test,pairing_id,round,strategy_1,strategy_2,move_strategy_1,move_strategy_2,payoff_strategy_1,payoff_strategy_2,cooperation_rate,mutual_cooperation
GPT4.1-mini,AC v Pav,4,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,4,10,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,10,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,5,11,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,6,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,7,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,6,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,7,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,8,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,9,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,10,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,11,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,12,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,13,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,14,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,15,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,8,16,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,9,1,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,9,2,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,9,3,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,9,4,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AC v Pav,9,5,AC,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,0,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,3,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,0,4,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,6,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,7,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,0,8,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,0,9,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,10,AD,AD,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v AD,0,11,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,0,12,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,13,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,0,14,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,4,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,6,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,1,7,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,1,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,9,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,10,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,1,11,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,2,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,2,2,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,2,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,2,4,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,2,5,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,2,6,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,2,7,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,2,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,2,9,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,2,10,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,2,11,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,3,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,3,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,3,3,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,4,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,5,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,6,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,7,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,3,8,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,9,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,10,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,11,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,12,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,3,13,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,3,14,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,4,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,4,2,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,4,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,4,4,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,4,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,4,6,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,4,7,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,4,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,4,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,6,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,7,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,5,9,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,5,10,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,6,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,6,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,6,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,6,4,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,6,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,6,6,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,6,7,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,6,8,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,7,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,3,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,7,4,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,7,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,6,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,7,7,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,7,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,9,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,10,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,7,11,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,12,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,13,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,14,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,15,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,16,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,7,17,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,8,1,AD,AD,cooperate,defect,0,5,0.5,0
GPT4.1-mini,AD v AD,8,2,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,8,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,4,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,8,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,6,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,7,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,9,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,10,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,8,11,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,1,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,2,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,3,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,4,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,9,5,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,6,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,9,7,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,8,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,9,AD,AD,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v AD,9,10,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,11,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,12,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v AD,9,13,AD,AD,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,0,1,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,0,2,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,0,3,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,0,4,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,0,5,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,0,6,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,0,7,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,0,8,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,1,1,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,1,2,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,1,3,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,1,4,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,1,5,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,1,6,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,1,7,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,1,8,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,1,9,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,1,10,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,1,11,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,1,12,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,1,13,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,2,1,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,2,2,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,2,3,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,2,4,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,2,5,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,2,6,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,2,7,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,2,8,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,2,9,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,3,1,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,3,2,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,3,3,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,3,4,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,3,5,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,3,6,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,3,7,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,3,8,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,4,1,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,4,2,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,4,3,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,4,4,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,4,5,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,4,6,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,4,7,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,4,8,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,4,9,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,4,10,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,4,11,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,5,1,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,5,2,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,5,3,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,5,4,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,5,5,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,5,6,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,5,7,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,6,1,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,6,2,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,6,3,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,6,4,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,6,5,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,6,6,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,6,7,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,6,8,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,6,9,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,6,10,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,6,11,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,6,12,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,6,13,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,7,1,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,7,2,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,7,3,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,7,4,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,7,5,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,7,6,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,7,7,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,7,8,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,7,9,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,8,1,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,8,2,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,8,3,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,8,4,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,8,5,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,9,1,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,9,2,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,9,3,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,9,4,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,9,5,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,9,6,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,9,7,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,9,8,AD,Pav,defect,cooperate,5,0,0.5,0
GPT4.1-mini,AD v Pav,9,9,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,AD v Pav,9,10,AD,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,AD v Pav,9,11,AD,Pav,defect,defect,1,1,0,0
GPT4.1-mini,Pav v Pav,0,1,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,2,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,3,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,4,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,5,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,6,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,7,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,8,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,0,9,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,1,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,2,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,3,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,4,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,5,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,6,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,7,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,1,8,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,1,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,2,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,3,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,4,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,5,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,6,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,2,7,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,1,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,2,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,3,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,4,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,5,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,6,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,7,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,3,8,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,1,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,2,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,3,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,4,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,5,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,6,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,7,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,4,8,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,1,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,2,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,3,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,4,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,5,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,6,Pav,Pav,cooperate,cooperate,3,3,1,1
GPT4.1-mini,Pav v Pav,5,7,Pav,Pav,cooperate,cooperate,3,3,1,1
